example_id                                                           | status | run_time        |
-------------------------------------------------------------------- | ------ | --------------- |
./spec/cli/command_parser_spec.rb[1:1:1]                             | passed | 0.04728 seconds |
./spec/cli/command_parser_spec.rb[1:1:2]                             | passed | 0.00039 seconds |
./spec/cli/command_parser_spec.rb[1:1:3]                             | passed | 0.00033 seconds |
./spec/cli/command_parser_spec.rb[1:1:4]                             | passed | 0.00028 seconds |
./spec/cli/command_parser_spec.rb[1:1:5]                             | passed | 0.00042 seconds |
./spec/cli/command_spec.rb[1:1:1]                                    | passed | 0.00696 seconds |
./spec/cli/command_spec.rb[1:1:2]                                    | passed | 0.00072 seconds |
./spec/cli/command_spec.rb[1:1:3]                                    | passed | 0.01534 seconds |
./spec/cli/config_spec.rb[1:1:1]                                     | passed | 0.00181 seconds |
./spec/cli/config_spec.rb[1:2:1]                                     | passed | 0.00093 seconds |
./spec/cli/config_spec.rb[1:3:1]                                     | passed | 0.00084 seconds |
./spec/cli/config_spec.rb[1:3:2]                                     | passed | 0.00083 seconds |
./spec/cli/config_spec.rb[1:3:3]                                     | passed | 0.00148 seconds |
./spec/cli/config_spec.rb[1:3:4]                                     | passed | 0.00074 seconds |
./spec/cli/config_spec.rb[1:3:5]                                     | passed | 0.00077 seconds |
./spec/cli/config_spec.rb[1:3:6]                                     | passed | 0.00082 seconds |
./spec/cli/config_spec.rb[1:3:7]                                     | passed | 0.00126 seconds |
./spec/cli/config_spec.rb[1:3:8]                                     | passed | 0.00079 seconds |
./spec/cli/config_spec.rb[1:3:9]                                     | passed | 0.00074 seconds |
./spec/cli/config_spec.rb[1:3:10]                                    | passed | 0.00079 seconds |
./spec/cli/config_spec.rb[1:4:1]                                     | passed | 0.00081 seconds |
./spec/cli/config_spec.rb[1:4:2]                                     | passed | 0.00078 seconds |
./spec/cli/config_spec.rb[1:4:3]                                     | passed | 0.00077 seconds |
./spec/cli/config_spec.rb[1:4:4]                                     | passed | 0.00114 seconds |
./spec/cli/config_spec.rb[1:4:5]                                     | passed | 0.00093 seconds |
./spec/cli/config_spec.rb[1:4:6]                                     | passed | 0.00113 seconds |
./spec/cli/config_spec.rb[1:4:7]                                     | passed | 0.00091 seconds |
./spec/cli/config_spec.rb[1:4:8]                                     | passed | 0.00091 seconds |
./spec/cli/config_spec.rb[1:4:9]                                     | passed | 0.00089 seconds |
./spec/cli/config_spec.rb[1:4:10]                                    | passed | 0.00085 seconds |
./spec/cli/diff_spec.rb[1:1:1]                                       | passed | 0.00111 seconds |
./spec/cli/diff_spec.rb[1:2:1]                                       | passed | 0.03534 seconds |
./spec/cli/diff_spec.rb[1:2:2]                                       | passed | 0.0055 seconds  |
./spec/cli/diff_spec.rb[1:2:3]                                       | passed | 0.01205 seconds |
./spec/cli/diff_spec.rb[1:2:4]                                       | passed | 0.00583 seconds |
./spec/cli/diff_spec.rb[1:2:5]                                       | passed | 0.00683 seconds |
./spec/cli/diff_spec.rb[1:2:6]                                       | passed | 0.0063 seconds  |
./spec/cli/diff_spec.rb[1:3:1]                                       | passed | 0.15998 seconds |
./spec/cli/diff_spec.rb[1:3:2]                                       | passed | 0.00139 seconds |
./spec/cli/diff_spec.rb[1:3:3]                                       | passed | 0.00281 seconds |
./spec/cli/diff_spec.rb[1:3:4]                                       | passed | 0.00158 seconds |
./spec/cli/diff_spec.rb[1:3:5]                                       | passed | 0.00177 seconds |
./spec/cli/diff_spec.rb[1:3:6]                                       | passed | 0.00123 seconds |
./spec/cli/display_spec.rb[1:1]                                      | passed | 0.02256 seconds |
./spec/cli/display_spec.rb[1:2]                                      | passed | 0.25579 seconds |
./spec/cli/display_spec.rb[1:3]                                      | passed | 0.04214 seconds |
./spec/cli/gems_spec.rb[1:1:1]                                       | passed | 0.00148 seconds |
./spec/cli/gems_spec.rb[1:1:2]                                       | passed | 0.00101 seconds |
./spec/cli/gems_spec.rb[1:1:3]                                       | passed | 0.00147 seconds |
./spec/cli/gems_spec.rb[1:1:4]                                       | passed | 0.00144 seconds |
./spec/cli/gems_spec.rb[1:1:5]                                       | passed | 0.00132 seconds |
./spec/cli/gems_spec.rb[1:1:6]                                       | passed | 0.00077 seconds |
./spec/cli/gems_spec.rb[1:1:7]                                       | passed | 0.001 seconds   |
./spec/cli/graph_spec.rb[1:1]                                        | passed | 0.01134 seconds |
./spec/cli/graph_spec.rb[1:2]                                        | passed | 0.00486 seconds |
